Intern ID,Top Cluster,Top Cluster Role,Job Similarity Score,Top Course,Course Similarity Score
intern_0176,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7153131297574963,Tools for Data Science,0.8680889445303931
intern_0177,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6300946298020874,Go Beyond the Numbers: Translate Data into Insights,0.9637032876698516
intern_0178,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5310037778930965,IBM DevOps and Software Engineering,0.9660142491122404
intern_0179,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6638667168569126,Cloud Application Development Foundations,0.8113871137731087
intern_0180,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5125433494935592,"HTML, CSS, and Javascript for Web Developers",0.9085963159872572
intern_0181,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7230231673190806,Tools for Data Science,0.8890832329436473
intern_0182,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7098132882616369,Go Beyond the Numbers: Translate Data into Insights,0.8984670115707621
intern_0183,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5575352469744694,IBM DevOps and Software Engineering,0.7305340000173812
intern_0184,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6289395708341003,Cloud Application Development Foundations,0.920781848690071
intern_0185,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7208313486462149,Google Data Analytics Capstone: Complete a Case Study,0.8842303840914801
intern_0186,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5850060897969525,IBM DevOps and Software Engineering,0.7765538855569154
intern_0187,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7127115177987855,AWS Cloud Technology Consultant,0.7489985662094449
intern_0188,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6333218453376688,IBM DevOps and Software Engineering,0.8364499127198685
intern_0189,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6949351742872912,Applied Data Science,0.8251009923540503
intern_0190,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0191,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5911510951580659,AWS Cloud Technology Consultant,0.9467965289305911
intern_0192,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7055793270285825,AWS Cloud Technology Consultant,0.798926968448633
intern_0193,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5183675836446004,"HTML, CSS, and Javascript for Web Developers",0.9401401066228332
intern_0194,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.39551563950836244,"HTML, CSS, and Javascript for Web Developers",0.8962259549713132
intern_0195,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.589288090438218,Cloud Application Development Foundations,0.953050602473289
intern_0196,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.6527356872635532,Data Science Graduate Certificate,0.7957847542018827
intern_0197,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.540792027157846,IBM DevOps and Software Engineering,0.9999999999999998
intern_0198,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.4676196255008958,"HTML, CSS, and Javascript for Web Developers",0.9002455158476221
intern_0199,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.4535867781057466,"HTML, CSS, and Javascript for Web Developers",0.9233226822447413
intern_0200,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.637830845573776,Go Beyond the Numbers: Translate Data into Insights,0.9418729753313259
intern_0201,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5201958781114481,"HTML, CSS, and Javascript for Web Developers",0.9140472200015184
intern_0202,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7086213759999521,IBM DevOps and Software Engineering,0.7887278497813482
intern_0203,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7070516533870794,IBM Data Science,0.7326161209761053
intern_0204,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5427305008115327,IBM DevOps and Software Engineering,0.8352267036320998
intern_0205,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.36223245946712573,Robotics,0.8250831707572395
intern_0206,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.5928830893238786,IBM DevOps and Software Engineering,0.7774178510418285
intern_0207,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.599894892091268,AI For Everyone,0.8198994565402983
intern_0208,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7320635232421826,Python Project for Data Science,0.8684075787313372
intern_0209,1,"Cluster 1 (c, r, data science, machine learning, scala)",0.7533341003714197,Microsoft Power BI Data Analyst,0.9093496058033627
